P.N.G.	244/7	50.0	1	lost	/ci/engine/match/1026851.html	27
Hong Kong	181/3	33.3	2	won	/ci/engine/match/1026851.html	24
P.N.G.	201	45.5	1	won	/ci/engine/match/1026849.html	25
Hong Kong	187	48.1	2	lost	/ci/engine/match/1026849.html	19
Hong Kong	269	49.4	1	won	/ci/engine/match/1026847.html	33
P.N.G.	163	38.2	2	lost	/ci/engine/match/1026847.html	18
India	269/6	50.0	1	won	/ci/engine/match/1030227.html	24
New Zealand	79	23.1	2	lost	/ci/engine/match/1030227.html	8
New Zealand	260/7	50.0	1	won	/ci/engine/match/1030225.html	25
India	241	48.4	2	lost	/ci/engine/match/1030225.html	21
New Zealand	285	49.4	1	lost	/ci/engine/match/1030223.html	31
India	289/3	48.2	2	won	/ci/engine/match/1030223.html	32
New Zealand	242/9	50.0	1	won	/ci/engine/match/1030221.html	27
India	236	49.3	2	lost	/ci/engine/match/1030221.html	19
New Zealand	190	43.5	1	lost	/ci/engine/match/1030219.html	22
India	194/4	33.1	2	won	/ci/engine/match/1030219.html	23
South Africa	327/8	50.0	1	won	/ci/engine/match/936143.html	38
Australia	296	48.2	2	lost	/ci/engine/match/936143.html	35
Bangladesh	277/6	50.0	1	lost	/ci/engine/match/1029823.html	25
England	278/6	47.5	2	won	/ci/engine/match/1029823.html	26
Bangladesh	238/8	50.0	1	won	/ci/engine/match/1029821.html	23
England	204	44.4	2	lost	/ci/engine/match/1029821.html	18
Australia	167	36.4	1	lost	/ci/engine/match/936141.html	21
South Africa	168/4	35.3	2	won	/ci/engine/match/936141.html	22
England	309/8	50.0	1	won	/ci/engine/match/1029819.html	34
Bangladesh	288	47.5	2	lost	/ci/engine/match/1029819.html	32
Australia	371/6	50.0	1	lost	/ci/engine/match/936139.html	41
South Africa	372/6	49.2	2	won	/ci/engine/match/936139.html	45
Pakistan	308/6	50.0	1	won	/ci/engine/match/1050227.html	24
West Indies	172	44.0	2	lost	/ci/engine/match/1050227.html	13
Pakistan	337/5	50.0	1	won	/ci/engine/match/1050225.html	31
West Indies	278/7	50.0	2	lost	/ci/engine/match/1050225.html	26
South Africa	361/6	50.0	1	won	/ci/engine/match/936137.html	46
Australia	219	37.4	2	lost	/ci/engine/match/936137.html	32
Bangladesh	279/8	50.0	1	won	/ci/engine/match/1051301.html	30
Afghanistan	138	33.5	2	lost	/ci/engine/match/1051301.html	14
Australia	294/9	50.0	1	lost	/ci/engine/match/936135.html	42
South Africa	295/4	36.2	2	won	/ci/engine/match/936135.html	42
Pakistan	284/9	49.0	1	won	/ci/engine/match/1050223.html	25
West Indies	175	38.4	2	lost	/ci/engine/match/1050223.html	16
Bangladesh	208	49.2	1	lost	/ci/engine/match/1051299.html	22
Afghanistan	212/8	49.4	2	won	/ci/engine/match/1051299.html	24
Ireland	198	43.5	1	lost	/ci/engine/match/936133.html	22
Australia	199/1	30.1	2	won	/ci/engine/match/936133.html	24
Bangladesh	265	50.0	1	won	/ci/engine/match/1051297.html	26
Afghanistan	258	50.0	2	lost	/ci/engine/match/1051297.html	23
South Africa	354/5	50.0	1	won	/ci/engine/match/936131.html	38
Ireland	148	30.5	2	lost	/ci/engine/match/936131.html	19
Scotland	266/7	50.0	1	won	/ci/engine/match/1004285.html	27
Hong Kong	213	46.1	2	lost	/ci/engine/match/1004285.html	24
England	302/9	50.0	1	lost	/ci/engine/match/913661.html	33
Pakistan	304/6	48.2	2	won	/ci/engine/match/913661.html	35
Sri Lanka	195	40.2	1	lost	/ci/engine/match/995465.html	21
Australia	199/5	43.0	2	won	/ci/engine/match/995465.html	15
Pakistan	247/8	50.0	1	lost	/ci/engine/match/913659.html	20
England	252/6	48.0	2	won	/ci/engine/match/913659.html	28
Sri Lanka	212	50.0	1	lost	/ci/engine/match/995463.html	19
Australia	217/4	31.0	2	won	/ci/engine/match/995463.html	29
England	444/3	50.0	1	won	/ci/engine/match/913657.html	59
Pakistan	275	42.4	2	lost	/ci/engine/match/913657.html	35
Sri Lanka	226	49.2	1	lost	/ci/engine/match/995461.html	17
Australia	227/8	46.0	2	won	/ci/engine/match/995461.html	21
Pakistan	251	49.5	1	lost	/ci/engine/match/913655.html	21
England	255/6	47.3	2	won	/ci/engine/match/913655.html	26
Pakistan	260/6	50.0	1	lost	/ci/engine/match/913653.html	24
England	194/3	34.3	2	won	/ci/engine/match/913653.html	17
Sri Lanka	288	48.5	1	won	/ci/engine/match/995459.html	27
Australia	206	47.2	2	lost	/ci/engine/match/995459.html	12
Sri Lanka	227/8	50.0	1	lost	/ci/engine/match/995457.html	16
Australia	228/7	46.5	2	won	/ci/engine/match/995457.html	18
Pakistan	337/6	47.0	1	won	/ci/engine/match/913649.html	47
Ireland	82	23.4	2	lost	/ci/engine/match/913649.html	8
U.A.E.	228	45.4	1	lost	/ci/engine/match/997995.html	23
Scotland	229/3	47.4	2	won	/ci/engine/match/997995.html	22
Scotland	327/5	50.0	1	won	/ci/engine/match/997993.html	33
U.A.E.	229	43.3	2	lost	/ci/engine/match/997993.html	26
Ireland	265/5	50.0	1	won	/ci/engine/match/997967.html	29
Afghanistan	253/9	50.0	2	lost	/ci/engine/match/997967.html	21
Afghanistan	229/7	50.0	1	won	/ci/engine/match/997965.html	22
Ireland	150	41.0	2	lost	/ci/engine/match/997965.html	12
Afghanistan	236	49.1	1	lost	/ci/engine/match/997963.html	24
Ireland	237/4	47.3	2	won	/ci/engine/match/997963.html	21
Afghanistan	250	49.2	1	won	/ci/engine/match/997961.html	28
Ireland	211	48.2	2	lost	/ci/engine/match/997961.html	17
Afghanistan	178/6	37.2	1	won	/ci/engine/match/1003273.html	15
Scotland	132	27.1	2	lost	/ci/engine/match/1003273.html	15
England	324/7	50.0	1	won	/ci/engine/match/913631.html	31
Sri Lanka	202	42.4	2	lost	/ci/engine/match/913631.html	17
Sri Lanka	305/5	42.0	1	lost	/ci/engine/match/913629.html	35
England	309/4	40.1	2	won	/ci/engine/match/913629.html	31
Australia	270/9	50.0	1	won	/ci/engine/match/932867.html	29
West Indies	212	45.4	2	lost	/ci/engine/match/932867.html	23
West Indies	285	49.5	1	won	/ci/engine/match/932865.html	38
South Africa	185	46.0	2	lost	/ci/engine/match/932865.html	21
Sri Lanka	254/7	50.0	1	lost	/ci/engine/match/913625.html	20
England	256/0	34.1	2	won	/ci/engine/match/913625.html	27
West Indies	282/8	50.0	1	lost	/ci/engine/match/932863.html	32
Australia	283/4	48.4	2	won	/ci/engine/match/932863.html	27
Sri Lanka	286/9	50.0	1	tied	/ci/engine/match/913623.html	32
England	286/8	50.0	2	tied	/ci/engine/match/913623.html	23
Sri Lanka	377/8	50.0	1	won	/ci/engine/match/913621.html	46
Ireland	241	45.0	2	lost	/ci/engine/match/913621.html	26
Sri Lanka	303/7	50.0	1	won	/ci/engine/match/913619.html	34
Ireland	216	40.4	2	lost	/ci/engine/match/913619.html	25
South Africa	343/4	50.0	1	won	/ci/engine/match/932859.html	35
West Indies	204	38.0	2	lost	/ci/engine/match/932859.html	23
Zimbabwe	123	42.2	1	lost	/ci/engine/match/1007653.html	9
India	126/0	21.5	2	won	/ci/engine/match/1007653.html	14
Australia	265/7	50.0	1	lost	/ci/engine/match/932857.html	20
West Indies	266/6	45.4	2	won	/ci/engine/match/932857.html	31
Zimbabwe	126	34.3	1	lost	/ci/engine/match/1007651.html	11
India	129/2	26.5	2	won	/ci/engine/match/1007651.html	17
Australia	288/6	50.0	1	won	/ci/engine/match/932855.html	31
South Africa	252	47.4	2	lost	/ci/engine/match/932855.html	25
Zimbabwe	168	49.5	1	lost	/ci/engine/match/1007649.html	9
India	173/1	42.3	2	won	/ci/engine/match/1007649.html	14
South Africa	189/9	50.0	1	won	/ci/engine/match/932853.html	11
Australia	142	34.2	2	lost	/ci/engine/match/932853.html	16
West Indies	116	32.3	1	lost	/ci/engine/match/932851.html	10
Australia	117/4	25.4	2	won	/ci/engine/match/932851.html	14
South Africa	188	46.5	1	lost	/ci/engine/match/932849.html	9
West Indies	191/6	48.1	2	won	/ci/engine/match/932849.html	16
England	236	45.0	1	lost	/ci/engine/match/800477.html	24
South Africa	237/5	44.0	2	won	/ci/engine/match/800477.html	26
England	262	47.5	1	lost	/ci/engine/match/800475.html	28
South Africa	266/9	47.2	2	won	/ci/engine/match/800475.html	27
England	318/8	50.0	1	lost	/ci/engine/match/800473.html	37
South Africa	319/3	46.2	2	won	/ci/engine/match/800473.html	41
New Zealand	246	45.3	1	won	/ci/engine/match/914235.html	22
Australia	191	43.4	2	lost	/ci/engine/match/914235.html	20
South Africa	262/7	50.0	1	lost	/ci/engine/match/800471.html	21
England	263/5	46.2	2	won	/ci/engine/match/800471.html	26
New Zealand	281/9	50.0	1	lost	/ci/engine/match/914233.html	27
Australia	283/6	46.3	2	won	/ci/engine/match/914233.html	36
England	399/9	50.0	1	won	/ci/engine/match/800469.html	53
South Africa	250/5	33.3	2	lost	/ci/engine/match/800469.html	33
New Zealand	307/8	50.0	1	won	/ci/engine/match/914231.html	38
Australia	148	24.2	2	lost	/ci/engine/match/914231.html	22
Pakistan	290	47.3	1	lost	/ci/engine/match/914265.html	35
New Zealand	265/7	42.4	2	won	/ci/engine/match/914265.html	31
Hong Kong	259	49.1	1	won	/ci/engine/match/952183.html	32
Scotland	150	39.1	2	lost	/ci/engine/match/952183.html	17
New Zealand	280/8	50.0	1	won	/ci/engine/match/914227.html	31
Pakistan	210	46.0	2	lost	/ci/engine/match/914227.html	16
Australia	330/7	50.0	1	lost	/ci/engine/match/895815.html	30
India	331/4	49.4	2	won	/ci/engine/match/895815.html	32
Australia	348/8	50.0	1	won	/ci/engine/match/895813.html	41
India	323	49.2	2	lost	/ci/engine/match/895813.html	36
India	295/6	50.0	1	lost	/ci/engine/match/895811.html	28
Australia	296/7	48.5	2	won	/ci/engine/match/895811.html	32
India	308/8	50.0	1	lost	/ci/engine/match/895809.html	27
Australia	309/3	49.0	2	won	/ci/engine/match/895809.html	25
India	309/3	50.0	1	lost	/ci/engine/match/895807.html	34
Australia	310/5	49.2	2	won	/ci/engine/match/895807.html	25
Zimbabwe	248	49.5	1	lost	/ci/engine/match/953343.html	27
Afghanistan	254/8	49.4	2	won	/ci/engine/match/953343.html	26
New Zealand	294/5	50.0	1	won	/ci/engine/match/914215.html	29
Sri Lanka	258	47.1	2	lost	/ci/engine/match/914215.html	23
Zimbabwe	226	49.1	1	won	/ci/engine/match/953341.html	17
Afghanistan	161	45.0	2	lost	/ci/engine/match/953341.html	15
Zimbabwe	175	48.3	1	won	/ci/engine/match/953339.html	19
Afghanistan	58	16.1	2	lost	/ci/engine/match/953339.html	7
New Zealand	276/8	50.0	1	lost	/ci/engine/match/914211.html	28
Sri Lanka	277/2	46.2	2	won	/ci/engine/match/914211.html	28
Zimbabwe	253/7	50.0	1	lost	/ci/engine/match/953337.html	27
Afghanistan	254/6	47.4	2	won	/ci/engine/match/953337.html	27
Sri Lanka	117	27.4	1	lost	/ci/engine/match/914209.html	14
New Zealand	118/0	8.2	2	won	/ci/engine/match/914209.html	19
Sri Lanka	188	47.0	1	lost	/ci/engine/match/914207.html	18
New Zealand	191/3	21.0	2	won	/ci/engine/match/914207.html	32
Afghanistan	131	38.5	1	won	/ci/engine/match/953335.html	13
Zimbabwe	82	30.5	2	lost	/ci/engine/match/953335.html	5
England	355/5	50.0	1	won	/ci/engine/match/902647.html	37
Pakistan	271	40.4	2	lost	/ci/engine/match/902647.html	34
Hong Kong	282/8	50.0	1	won	/ci/engine/match/911051.html	20
U.A.E.	146	40.1	2	lost	/ci/engine/match/911051.html	17
Pakistan	208	49.5	1	lost	/ci/engine/match/902645.html	15
England	210/4	41.0	2	won	/ci/engine/match/902645.html	20
Hong Kong	298/4	50.0	1	won	/ci/engine/match/911049.html	30
U.A.E.	209	42.3	2	lost	/ci/engine/match/911049.html	28
England	283/5	50.0	1	won	/ci/engine/match/902643.html	25
Pakistan	188	45.5	2	lost	/ci/engine/match/902643.html	10
England	216	49.4	1	lost	/ci/engine/match/902641.html	18
Pakistan	217/4	43.4	2	won	/ci/engine/match/902641.html	24
Bangladesh	276/9	50.0	1	won	/ci/engine/match/931394.html	31
Zimbabwe	215	43.3	2	lost	/ci/engine/match/931394.html	24
Bangladesh	241/9	50.0	1	won	/ci/engine/match/931392.html	26
Zimbabwe	183	43.2	2	lost	/ci/engine/match/931392.html	17
West Indies	206/9	36.0	1	lost	/ci/engine/match/915781.html	25
Sri Lanka	180/5	32.3	2	won	/ci/engine/match/915781.html	15
Bangladesh	273/9	50.0	1	won	/ci/engine/match/931390.html	29
Zimbabwe	128	36.1	2	lost	/ci/engine/match/931390.html	12
West Indies	214	37.4	1	lost	/ci/engine/match/915779.html	21
Sri Lanka	225/2	36.3	2	won	/ci/engine/match/915779.html	20
West Indies	159/8	26.0	1	lost	/ci/engine/match/915777.html	17
Sri Lanka	164/9	24.5	2	won	/ci/engine/match/915777.html	18
South Africa	438/4	50.0	1	won	/ci/engine/match/903601.html	58
India	224	36.0	2	lost	/ci/engine/match/903601.html	30
Afghanistan	245/9	50.0	1	won	/ci/engine/match/924635.html	22
Zimbabwe	172	44.1	2	lost	/ci/engine/match/924635.html	12
India	299/8	50.0	1	won	/ci/engine/match/903599.html	24
South Africa	264/9	50.0	2	lost	/ci/engine/match/903599.html	26
Zimbabwe	184/8	50.0	1	lost	/ci/engine/match/924633.html	13
Afghanistan	185/7	46.4	2	won	/ci/engine/match/924633.html	20
Afghanistan	223/8	50.0	1	lost	/ci/engine/match/924631.html	19
Zimbabwe	229/4	49.4	2	won	/ci/engine/match/924631.html	13
South Africa	270/7	50.0	1	won	/ci/engine/match/903597.html	26
India	252/6	50.0	2	lost	/ci/engine/match/903597.html	23
Afghanistan	271/6	50.0	1	won	/ci/engine/match/924629.html	23
Zimbabwe	213	46.4	2	lost	/ci/engine/match/924629.html	22
Afghanistan	122	34.1	1	lost	/ci/engine/match/924627.html	17
Zimbabwe	126/2	23.2	2	won	/ci/engine/match/924627.html	14
India	247/9	50.0	1	won	/ci/engine/match/903595.html	27
South Africa	225	43.4	2	lost	/ci/engine/match/903595.html	26
Zimbabwe	187	49.2	1	lost	/ci/engine/match/919617.html	17
Ireland	189/8	46.5	2	won	/ci/engine/match/919617.html	19
Ireland	268/7	50.0	1	lost	/ci/engine/match/919615.html	30
Zimbabwe	270/5	48.3	2	won	/ci/engine/match/919615.html	25
South Africa	303/5	50.0	1	won	/ci/engine/match/903593.html	32
India	298/7	50.0	2	lost	/ci/engine/match/903593.html	30
Ireland	219/8	50.0	1	lost	/ci/engine/match/919613.html	18
Zimbabwe	222/8	49.0	2	won	/ci/engine/match/919613.html	18
Zimbabwe	161	38.5	1	lost	/ci/engine/match/919611.html	15
Pakistan	162/3	34.0	2	won	/ci/engine/match/919611.html	19
Zimbabwe	276/6	50.0	1	won	/ci/engine/match/919609.html	25
Pakistan	256/8	48.0	2	lost	/ci/engine/match/919609.html	28
Pakistan	259/6	50.0	1	won	/ci/engine/match/919607.html	23
Zimbabwe	128	37.0	2	lost	/ci/engine/match/919607.html	9
England	138	33.0	1	lost	/ci/engine/match/743985.html	20
Australia	140/2	24.2	2	won	/ci/engine/match/743985.html	20
Australia	299/7	50.0	1	lost	/ci/engine/match/743983.html	32
England	304/7	48.2	2	won	/ci/engine/match/743983.html	40
England	300/8	50.0	1	won	/ci/engine/match/743981.html	27
Australia	207	44.0	2	lost	/ci/engine/match/743981.html	20
Australia	309/7	49.0	1	won	/ci/engine/match/743979.html	36
England	245	42.3	2	lost	/ci/engine/match/743979.html	30
Australia	305/6	50.0	1	won	/ci/engine/match/743977.html	33
England	246	45.3	2	lost	/ci/engine/match/743977.html	31
Australia	222/6	40.2	1	won	/ci/engine/match/743973.html	22
Ireland	157	23.4	2	lost	/ci/engine/match/743973.html	12
South Africa	283/7	50.0	1	won	/ci/engine/match/848847.html	33
New Zealand	221	49.2	2	lost	/ci/engine/match/848847.html	21
South Africa	204	49.3	1	lost	/ci/engine/match/848845.html	15
New Zealand	207/2	44.3	2	won	/ci/engine/match/848845.html	22
South Africa	304/7	50.0	1	won	/ci/engine/match/848843.html	34
New Zealand	284	48.1	2	lost	/ci/engine/match/848843.html	28
New Zealand	273/6	50.0	1	won	/ci/engine/match/894291.html	26
Zimbabwe	235	47.4	2	lost	/ci/engine/match/894291.html	23
Zimbabwe	235/9	50.0	1	lost	/ci/engine/match/894289.html	22
New Zealand	236/0	42.2	2	won	/ci/engine/match/894289.html	21
New Zealand	303/4	50.0	1	lost	/ci/engine/match/894287.html	31
Zimbabwe	304/3	49.0	2	won	/ci/engine/match/894287.html	33
Sri Lanka	368/4	50.0	1	won	/ci/engine/match/860277.html	42
Pakistan	203	37.2	2	lost	/ci/engine/match/860277.html	27
Sri Lanka	256/9	50.0	1	lost	/ci/engine/match/860275.html	16
Pakistan	257/3	40.5	2	won	/ci/engine/match/860275.html	31
Pakistan	316/4	50.0	1	won	/ci/engine/match/860273.html	27
Sri Lanka	181	41.1	2	lost	/ci/engine/match/860273.html	11
Pakistan	287/8	50.0	1	lost	/ci/engine/match/860271.html	26
Sri Lanka	288/8	48.1	2	won	/ci/engine/match/860271.html	32
South Africa	168/9	40.0	1	lost	/ci/engine/match/817211.html	14
Bangladesh	170/1	26.1	2	won	/ci/engine/match/817211.html	22
India	276/5	50.0	1	won	/ci/engine/match/885967.html	27
Zimbabwe	193	42.4	2	lost	/ci/engine/match/885967.html	20
South Africa	162	46.0	1	lost	/ci/engine/match/817209.html	15
Bangladesh	167/3	27.4	2	won	/ci/engine/match/817209.html	24
India	271/8	50.0	1	won	/ci/engine/match/885965.html	19
Zimbabwe	209	49.0	2	lost	/ci/engine/match/885965.html	21
Sri Lanka	255/8	50.0	1	lost	/ci/engine/match/860269.html	25
Pakistan	259/4	45.2	2	won	/ci/engine/match/860269.html	32
Bangladesh	160	36.3	1	lost	/ci/engine/match/817207.html	15
South Africa	164/2	31.1	2	won	/ci/engine/match/817207.html	20
India	255/6	50.0	1	won	/ci/engine/match/885959.html	27
Zimbabwe	251/7	50.0	2	lost	/ci/engine/match/885959.html	24
India	317/6	50.0	1	won	/ci/engine/match/870735.html	32
Bangladesh	240	47.0	2	lost	/ci/engine/match/870735.html	25
India	200	45.0	1	lost	/ci/engine/match/870733.html	18
Bangladesh	200/4	38.0	2	won	/ci/engine/match/870733.html	23
New Zealand	283/9	50.0	1	lost	/ci/engine/match/743951.html	28
England	192/7	25.0	2	won	/ci/engine/match/743951.html	24
Bangladesh	307	49.4	1	won	/ci/engine/match/870731.html	35
India	228	46.0	2	lost	/ci/engine/match/870731.html	19
New Zealand	349/7	50.0	1	lost	/ci/engine/match/743949.html	43
England	350/3	44.0	2	won	/ci/engine/match/743949.html	50
England	302	45.2	1	lost	/ci/engine/match/743947.html	35
New Zealand	306/7	49.0	2	won	/ci/engine/match/743947.html	32
New Zealand	398/5	50.0	1	won	/ci/engine/match/743945.html	53
England	365/9	46.0	2	lost	/ci/engine/match/743945.html	48
England	408/9	50.0	1	won	/ci/engine/match/743943.html	52
New Zealand	198	31.1	2	lost	/ci/engine/match/743943.html	25
Zimbabwe	268/7	50.0	1	lost	/ci/engine/match/868729.html	27
Pakistan	269/4	47.2	2	won	/ci/engine/match/868729.html	23
Pakistan	375/3	50.0	1	won	/ci/engine/match/868727.html	45
Zimbabwe	334/5	50.0	2	lost	/ci/engine/match/868727.html	39
Pakistan	250	49.0	1	lost	/ci/engine/match/858489.html	24
Bangladesh	251/2	39.3	2	won	/ci/engine/match/858489.html	35
Pakistan	239/6	50.0	1	lost	/ci/engine/match/858487.html	23
Bangladesh	240/3	38.1	2	won	/ci/engine/match/858487.html	34
Bangladesh	329/6	50.0	1	won	/ci/engine/match/858485.html	42
Pakistan	250	45.2	2	lost	/ci/engine/match/858485.html	26
New Zealand	183	45.0	1	lost	/ci/engine/match/656495.html	15
Australia	186/3	33.1	2	won	/ci/engine/match/656495.html	21
Australia	328/7	50.0	1	won	/ci/engine/match/656493.html	41
India	233	46.5	2	lost	/ci/engine/match/656493.html	20
South Africa	281/5	43.0	1	lost	/ci/engine/match/656491.html	34
New Zealand	299/6	42.5	2	won	/ci/engine/match/656491.html	41
New Zealand	393/6	50.0	1	won	/ci/engine/match/656489.html	54
West Indies	250	30.3	2	lost	/ci/engine/match/656489.html	39
Pakistan	213	49.5	1	lost	/ci/engine/match/656487.html	18
Australia	216/4	33.5	2	won	/ci/engine/match/656487.html	25
India	302/6	50.0	1	won	/ci/engine/match/656485.html	33
Bangladesh	193	45.0	2	lost	/ci/engine/match/656485.html	20
Sri Lanka	133	37.2	1	lost	/ci/engine/match/656483.html	9
South Africa	134/1	18.0	2	won	/ci/engine/match/656483.html	13
Ireland	237	50.0	1	lost	/ci/engine/match/656481.html	21
Pakistan	241/3	46.1	2	won	/ci/engine/match/656481.html	22
U.A.E.	175	47.4	1	lost	/ci/engine/match/656479.html	20
West Indies	176/4	30.3	2	won	/ci/engine/match/656479.html	22
Scotland	130	25.4	1	lost	/ci/engine/match/656477.html	21
Australia	133/3	15.2	2	won	/ci/engine/match/656477.html	24
Zimbabwe	287	48.5	1	lost	/ci/engine/match/656475.html	35
India	288/4	48.4	2	won	/ci/engine/match/656475.html	33
Afghanistan	111/7	36.2	1	lost	/ci/engine/match/656473.html	8
England	101/1	18.1	2	won	/ci/engine/match/656473.html	11
Bangladesh	288/7	50.0	1	lost	/ci/engine/match/656471.html	37
New Zealand	290/7	48.5	2	won	/ci/engine/match/656471.html	37
South Africa	341/6	50.0	1	won	/ci/engine/match/656469.html	35
U.A.E.	195	47.3	2	lost	/ci/engine/match/656469.html	21
Sri Lanka	363/9	50.0	1	won	/ci/engine/match/656467.html	42
Scotland	215	43.1	2	lost	/ci/engine/match/656467.html	19
Ireland	259	49.0	1	lost	/ci/engine/match/656465.html	29
India	260/2	36.5	2	won	/ci/engine/match/656465.html	33
Bangladesh	275/7	50.0	1	won	/ci/engine/match/656463.html	26
England	260	48.3	2	lost	/ci/engine/match/656463.html	27
Australia	376/9	50.0	1	won	/ci/engine/match/656461.html	46
Sri Lanka	312	46.2	2	lost	/ci/engine/match/656461.html	36
Afghanistan	186	47.4	1	lost	/ci/engine/match/656459.html	25
New Zealand	188/4	36.1	2	won	/ci/engine/match/656459.html	22
Ireland	331/8	50.0	1	won	/ci/engine/match/656457.html	36
Zimbabwe	326	49.3	2	lost	/ci/engine/match/656457.html	35
Pakistan	222	46.4	1	won	/ci/engine/match/656455.html	26
South Africa	202	33.3	2	lost	/ci/engine/match/656455.html	34
West Indies	182	44.2	1	lost	/ci/engine/match/656453.html	18
India	185/6	39.1	2	won	/ci/engine/match/656453.html	17
Scotland	318/8	50.0	1	lost	/ci/engine/match/656451.html	37
Bangladesh	322/4	48.1	2	won	/ci/engine/match/656451.html	37
Australia	417/6	50.0	1	won	/ci/engine/match/656449.html	50
Afghanistan	142	37.3	2	lost	/ci/engine/match/656449.html	9
Pakistan	339/6	50.0	1	won	/ci/engine/match/656447.html	33
U.A.E.	210/8	50.0	2	lost	/ci/engine/match/656447.html	21
South Africa	411/4	50.0	1	won	/ci/engine/match/656445.html	49
Ireland	210	45.0	2	lost	/ci/engine/match/656445.html	23
Pakistan	235/7	50.0	1	won	/ci/engine/match/656443.html	17
Zimbabwe	215	49.4	2	lost	/ci/engine/match/656443.html	19
England	309/6	50.0	1	lost	/ci/engine/match/656441.html	40
Sri Lanka	312/1	47.2	2	won	/ci/engine/match/656441.html	34
U.A.E.	102	31.3	1	lost	/ci/engine/match/656439.html	11
India	104/1	18.5	2	won	/ci/engine/match/656439.html	19
Australia	151	32.2	1	lost	/ci/engine/match/656437.html	15
New Zealand	152/9	23.1	2	won	/ci/engine/match/656437.html	22
South Africa	408/5	50.0	1	won	/ci/engine/match/656435.html	41
West Indies	151	33.1	2	lost	/ci/engine/match/656435.html	17
Sri Lanka	332/1	50.0	1	won	/ci/engine/match/656433.html	39
Bangladesh	240	47.0	2	lost	/ci/engine/match/656433.html	26
Scotland	210	50.0	1	lost	/ci/engine/match/656431.html	22
Afghanistan	211/9	49.3	2	won	/ci/engine/match/656431.html	26
U.A.E.	278/9	50.0	1	lost	/ci/engine/match/656429.html	26
Ireland	279/8	49.2	2	won	/ci/engine/match/656429.html	27
West Indies	372/2	50.0	1	won	/ci/engine/match/656427.html	40
Zimbabwe	289	44.3	2	lost	/ci/engine/match/656427.html	31
England	303/8	50.0	1	won	/ci/engine/match/656425.html	29
Scotland	184	42.2	2	lost	/ci/engine/match/656425.html	22
India	307/7	50.0	1	won	/ci/engine/match/656423.html	36
South Africa	177	40.2	2	lost	/ci/engine/match/656423.html	15
Afghanistan	232	49.4	1	lost	/ci/engine/match/656421.html	25
Sri Lanka	236/6	48.2	2	won	/ci/engine/match/656421.html	22
West Indies	310/6	50.0	1	won	/ci/engine/match/656417.html	35
Pakistan	160	39.0	2	lost	/ci/engine/match/656417.html	16
England	123	33.2	1	lost	/ci/engine/match/656415.html	9
New Zealand	125/2	12.2	2	won	/ci/engine/match/656415.html	20
U.A.E.	285/7	50.0	1	lost	/ci/engine/match/656413.html	34
Zimbabwe	286/6	48.0	2	won	/ci/engine/match/656413.html	31
Bangladesh	267	50.0	1	won	/ci/engine/match/656411.html	27
Afghanistan	162	42.5	2	lost	/ci/engine/match/656411.html	13
Scotland	142	36.2	1	lost	/ci/engine/match/656409.html	16
New Zealand	146/7	24.5	2	won	/ci/engine/match/656409.html	23
West Indies	304/7	50.0	1	lost	/ci/engine/match/656407.html	40
Ireland	307/6	45.5	2	won	/ci/engine/match/656407.html	40
India	300/7	50.0	1	won	/ci/engine/match/656405.html	28
Pakistan	224	47.0	2	lost	/ci/engine/match/656405.html	24
South Africa	339/4	50.0	1	won	/ci/engine/match/656403.html	33
Zimbabwe	277	48.2	2	lost	/ci/engine/match/656403.html	35
Australia	342/9	50.0	1	won	/ci/engine/match/656401.html	41
England	231	41.5	2	lost	/ci/engine/match/656401.html	25
New Zealand	331/6	50.0	1	won	/ci/engine/match/656399.html	38
Sri Lanka	233	46.1	2	lost	/ci/engine/match/656399.html	24
New Zealand	369/5	50.0	1	won	/ci/engine/match/749797.html	48
Pakistan	250	43.1	2	lost	/ci/engine/match/749797.html	25
Australia	278/8	50.0	1	won	/ci/engine/match/754761.html	39
England	166	39.1	2	lost	/ci/engine/match/754761.html	18
Pakistan	210	45.3	1	lost	/ci/engine/match/749795.html	27
New Zealand	213/3	39.3	2	won	/ci/engine/match/749795.html	28
India	200	48.1	1	lost	/ci/engine/match/754759.html	18
England	201/7	46.5	2	won	/ci/engine/match/754759.html	14
Sri Lanka	287/6	50.0	1	won	/ci/engine/match/749793.html	29
New Zealand	253	45.2	2	lost	/ci/engine/match/749793.html	26
South Africa	361/5	42.0	1	won	/ci/engine/match/722347.html	46
West Indies	230	37.4	2	lost	/ci/engine/match/722347.html	28
South Africa	262/8	50.0	1	lost	/ci/engine/match/722345.html	26
West Indies	266/9	48.3	2	won	/ci/engine/match/722345.html	32
New Zealand	315/8	50.0	1	won	/ci/engine/match/749791.html	32
Sri Lanka	195	40.3	2	lost	/ci/engine/match/749791.html	18
England	303/8	50.0	1	lost	/ci/engine/match/754755.html	30
Australia	304/7	49.5	2	won	/ci/engine/match/754755.html	29
New Zealand	360/5	50.0	1	won	/ci/engine/match/749789.html	46
Sri Lanka	252	43.4	2	lost	/ci/engine/match/749789.html	28
West Indies	122	33.4	1	lost	/ci/engine/match/722343.html	15
South Africa	124/1	24.4	2	won	/ci/engine/match/722343.html	15
India	153	39.3	1	lost	/ci/engine/match/754753.html	10
England	156/1	27.3	2	won	/ci/engine/match/754753.html	13
Sri Lanka	276	49.3	1	lost	/ci/engine/match/749787.html	27
